index,title,description,uri
S264,manage budgets,"Plan, monitor, report on the budget and prepare set production budgets.",http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea
S265,manage business knowledge,"Set up structures and distribution policies to enable or improve information exploitation using appropriate tools to extract, create and expand business mastery.",http://data.europa.eu/esco/skill/41bf7ede-fc84-4a57-8c89-b548d11b0ba1
S266,manage changes in ICT system,"Plan, realise and monitor system changes and upgrades. Maintain earlier system versions. Revert, if necessary, to a safe older system version.",http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755
S267,manage cloud data and storage,"Create and manage cloud data retention. Identify and implement data protection, encryption, and capacity planning needs.",http://data.europa.eu/esco/skill/d3286405-49f8-4e8a-8046-a4376b4e7963
S268,manage content development projects,"Plan and implement the creation, delivery and management of digital or printed content, develop a system that describes the entire editorial content development and publishing process and use ICT tools to support the process.",http://data.europa.eu/esco/skill/ac516e9b-8bfa-4b72-8e3e-340b0a3a51d5
S269,manage content metadata,"Apply content management methods and procedures to define and use metadata concepts, such as the data of creation, in order to describe, organise and archive content such as documents, video and audio files, applications and images.",http://data.europa.eu/esco/skill/9710092c-f174-4e84-95bf-2064d39ad7a0
S270,manage contracts,"Negotiate the terms, conditions, costs and other specifications of a contract while making sure they comply with legal requirements and are legally enforceable. Oversee the execution of the contract, agree on and document any changes in line with any legal limitations.",http://data.europa.eu/esco/skill/92721092-fe7c-4689-96bd-4f02385bc0e7
S271,manage data,"Administer all types of data resources through their lifecycle by performing data profiling, parsing, standardisation, identity resolution, cleansing, enhancement and auditing. Ensure the data is fit for purpose, using specialised ICT tools to fulfil the data quality criteria.",http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f
S272,manage data collection systems,"Develop and manage methods and strategies used to maximise data quality and statistical efficiency in the collection of data, in order to ensure the gathered data are optimised for further processing.",http://data.europa.eu/esco/skill/a80fb090-63f4-4b05-83a5-2f090deb7757
S273,manage data for legal matters,"Collect, organise and prepare data for analysis and review during investigation, regulatory filings and other legal processes.",http://data.europa.eu/esco/skill/a89a94fb-c417-49b4-a9a9-9a22e0f12697
S274,manage database,"Apply database design schemes and models, define data dependencies, use query languages and database management systems (DBMS) to develop and manage databases.",http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f
S275,manage digital documents,"Manage various data formats and files by naming, publishing, transforming and sharing files and documents and transforming file formats.",http://data.europa.eu/esco/skill/b769f524-0f25-44d7-8538-5c46710a040e
S276,manage digital identity,"Create and manage one or multiple digital identities, be able to protect one's own reputation, deal with the data that one produces through several digital tools, environments and services.",http://data.europa.eu/esco/skill/bc0b0b5d-f6be-405a-b224-b6902a4dbe97
S277,manage disaster recovery plans,"Prepare, test and execute, when necessary, a plan of action to retrieve or compensate lost information system data.",http://data.europa.eu/esco/skill/64852ade-6ae1-4760-ba4a-976bf07ca255
S278,manage email hosting service,"Oversee the day-to-day running of a private email platform by maintaining and refining provided services, such as spam and virus protection, blocking advertisement, website redesigns and search engine optimisation.",http://data.europa.eu/esco/skill/f8f1f725-0105-41fa-9887-4df9e7a7af1e
S279,manage engineering project,"Manage engineering project resources, budget, deadlines, and human resources, and plan schedules as well as any technical activities pertinent to the project.",http://data.europa.eu/esco/skill/6a899482-8bcf-40ca-ae67-579a1cc467ab
S280,manage environmental impact of operations,"Manage the interaction with and impact on the environment by companies. Identify and assess environmental impacts of the production process and related services, and regulate a reduction of the effects on the environment and on people. Organise action plans and monitor any indicators of improvement.",http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6
S281,manage findable accessible interoperable and reusable data,"Produce, describe, store, preserve and (re) use scientific data based on FAIR (Findable, Accessible, Interoperable, and Reusable) principles, making data as open as possible, and as closed as necessary.",http://data.europa.eu/esco/skill/4f5c1208-62fd-4e5a-a51e-306c06947e11
S282,manage ICT change request process,"Specify the incentive for an ICT change request, stating which adjustment in the system needs to be accomplished and execute or supervise the execution of it.",http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5
S283,manage ICT data architecture,"Oversee regulations and use ICT techniques to define the information systems architecture and to control data gathering, storing, consolidation, arrangement and usage in an organisation.",http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956
S284,manage ICT data classification,Oversee the classification system an organisation uses to organise its data. Assign an owner to each data concept or bulk of concepts and determine the value of each item of data.,http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d
S285,manage ICT legacy implication,"Oversee the transfer process from a legacy (an outdated system) to a current system by mapping, interfacing, migrating, documenting and transforming data.",http://data.europa.eu/esco/skill/861313ba-3a1a-4d33-842a-1b8e45e2415b
S286,manage ICT project,"Plan, organize, control and document procedures and resources, such as human capital, equipment and mastery, in order to achieve specific goals and objectives related to ICT systems, services or products, within specific constraints, such as scope, time, quality and budget.",http://data.europa.eu/esco/skill/3c76296d-4bbd-44ba-8eaa-95bf275f79b7
S287,manage ICT semantic integration,"Oversee integration of public or internal databases and other data, by using semantic technologies to produce structured semantic output.",http://data.europa.eu/esco/skill/fda917eb-0d6a-4371-8c93-2a10bf950966
S288,manage ICT virtualisation environments,"Oversee tools, such as VMware, kvm, Xen, Docker, Kubernetes, and others, used to enable a virtual environments for different purposes such as hardware virtualization, desktop virtualisation, and operating system level virtualisation.",http://data.europa.eu/esco/skill/ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce
S289,manage intellectual property rights,Deal with the private legal rights that protect the products of the intellect from unlawful infringement.,http://data.europa.eu/esco/skill/518dc04d-092d-4fa1-bd82-88b7a9278ef7
S290,manage IT security compliances,"Guide application and fulfilment of relevant industry standards, best practices and legal requirements for information security.",http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40
S291,manage keys for data protection,"Select appropriate authentication and authorization mechanisms. Design, implement and troubleshoot key management and use. Design and implement a data encryption solution for data at rest and data in transit.",http://data.europa.eu/esco/skill/e5beeff8-7c98-490a-ae2c-16fbb6a87305
S292,manage localisation,Modify content or a product for the transference from one locale to another through the use of content translation or localisation service providers.,http://data.europa.eu/esco/skill/a9bf8565-8a09-4118-9922-932d65a79d69
S293,manage online content,"Ensure the website content is up to date, organised, attractive and meets the target audience needs, the requirements of the company and international standards by checking the links, setting the publishing time framework and order.",http://data.europa.eu/esco/skill/c1f29568-f2bb-49d2-b6c2-28748bd1629b
S294,manage open publications,"Be familiar with Open Publication strategies, with the use of information technology to support research, and with the development and management of CRIS (current research information systems) and institutional repositories. Provide licensing and copyright advice, use bibliometric indicators, and measure and report research impact.",http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039
S295,manage personal professional development,Take responsibility for lifelong learning and continuous professional development. Engage in learning to support and update professional competence. Identify priority areas for professional development based on reflection about own practice and through contact with peers and stakeholders. Pursue a cycle of self-improvement and develop credible career plans. ,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612
S296,manage quantitative data,"Gather, process and present quantitative data. Use the appropriate programs and methods for validating, organising and interpreting data.",http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e
S297,manage research data,Produce and analyse scientific data originating from qualitative and quantitative research methods. Store and maintain the data in research databases. Support the re-use of scientific data and be familiar with open data management principles.,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d
S298,manage schedule of tasks,"Maintain an overview of all the incoming tasks in order to prioritise the tasks, plan their execution, and integrate new tasks as they present themselves.",http://data.europa.eu/esco/skill/0e1fe34b-f4e7-4642-8c8b-5a05ac3438e5
S299,manage software releases,Examine and approve suggested software development releases. Manage further release process.,http://data.europa.eu/esco/skill/978db6a1-7297-4c89-819a-47605f2c3ba8
S300,manage staff,"Manage employees and subordinates, working in a team or individually, to maximise their performance and contribution. Schedule their work and activities, give instructions, motivate and direct the workers to meet the company objectives. Monitor and measure how an employee undertakes their responsibilities and how well these activities are executed. Identify areas for improvement and make suggestions to achieve this. Lead a group of people to help them achieve goals and maintain an effective working relationship among staff.",http://data.europa.eu/esco/skill/339ac029-066a-4985-9f9d-b3d7c8fea0bb
S301,manage standard enterprise resource planning system,"Collect, manage and interpret data relevant for companies related to shipping, payment, inventory, resources and manufacturing using specific business management software. Such software as Microsoft Dynamics​, SAP ERP, Oracle ERP.",http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081
S302,manage standards for data exchange,Set and maintain standards for transforming data from source schemas into the necessary data structure of a result schema.,http://data.europa.eu/esco/skill/cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1
S303,manage system security,Analyse the critical assets of a company and identify weaknesses and vulnerabilities that lead to intrusion or attack. Apply security detection techniques. Understand cyber attack techniques and implement effective countermeasures.,http://data.europa.eu/esco/skill/2a3a96a3-709e-4d60-81f6-d247d6933f13
S304,manage system testing,"Select, perform and track testings on software or hardware to detect system defects both within the integrated system units, the inter-assemblages and the system as a whole. Organise testings such as installation testing, security testing and graphical user interface testing.",http://data.europa.eu/esco/skill/ce354460-500e-4eaa-8e95-8f243fcea3db
S305,measure customer feedback,Evaluate customer's comments in order to find out whether customers feel satisfied or dissatisfied with the product or service.,http://data.europa.eu/esco/skill/89ba58e8-a67e-4d2b-ad42-6acab25c241b
S306,measure software usability,Check the convenience of the software product for the end user. Identify user problems and make adjustments to improve usability practice. Collect input data on how users evaluate software products.,http://data.europa.eu/esco/skill/be0ff6d8-5e61-4021-9c89-e40cf0b75cc6
S307,mentor individuals,"Mentor individuals by providing emotional support, sharing experiences and giving advice to the individual to help them in their personal development, as well as adapting the support to the specific needs of the individual and heeding their requests and expectations.",http://data.europa.eu/esco/skill/a584a638-a2c0-4b3c-bdf3-a64f87225be9
S308,migrate existing data,"Apply migration and conversion methods for existing data, in order to transfer or convert data between formats, storage or computer systems.",http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377
S309,monitor communication channels' performance,Search for possible faults. Perform visual checks. Analyse system indicators and use diagnostic devices.,http://data.europa.eu/esco/skill/e08821b5-d6dd-4db9-a0f1-43185653c244
S310,monitor developments in field of expertise,"Keep up with new research, regulations, and other significant changes, labour market related or otherwise, occurring within the field of specialisation.",http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e
S311,monitor ICT research,Survey and investigate recent trends and developments in ICT research. Observe and anticipate mastery evolution.,http://data.europa.eu/esco/skill/cc716f65-a0d0-4fba-95d9-64c358f697c0
S312,monitor system performance,"Measure system reliability and performance before, during and after component integration and during system operation and maintenance. Select and use performance monitoring tools and techniques, such as special software.",http://data.europa.eu/esco/skill/9190d87f-9792-42e0-bb7f-64294a656bcd
S313,monitor technology trends,"Survey and investigate recent trends and developments in technology. Observe and anticipate their evolution, according to current or future market and business conditions.",http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e
S314,normalise data,"Reduce data to their accurate core form (normal forms) in order to achieve such results as minimisation of dependency, elimination of redundancy, increase of consistency.",http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc
S315,operate open source software,"Operate Open Source software, knowing the main Open Source models, licensing schemes, and the coding practices commonly adopted in the production of Open Source software.
",http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6
S316,operate relational database management system,"Extract, store and verify information using database management systems based on the relational database model, which arranges data into tables of rows and columns, such as Oracle Database, Microsoft SQL Server and MySQL.",http://data.europa.eu/esco/skill/7369f779-4b71-4aab-8836-48b69c676eec
S317,optimise choice of ICT solution,"Select the appropriate solutions in the field of ICT while taking into account potential risks, benefits and overall impact.",http://data.europa.eu/esco/skill/3cfa46e9-b7da-44ac-b09e-9596dffe0425
S318,outline blockchain-based identity management,"Outline blockchain-based identity management and access control in terms of how they work, what their benefits are compared to current solutions, and how they can be applied for specific applications.",http://data.europa.eu/esco/skill/af6ea157-8c10-4c5b-8015-0e184946127a
S319,oversee development of software,"Organise, plan and supervise the development of the applications and frameworks in order to create a software product, from the earliest planning stages to the final product test.",http://data.europa.eu/esco/skill/83b33952-3872-46ec-9a2e-b28f91303a7e
S320,oversee quality control,Monitor and assure the quality of the provided goods or services by overseeing that all the factors of the production meet quality requirements. Supervise product inspection and testing.,http://data.europa.eu/esco/skill/5d34adde-0b78-42b4-9d3d-69e9388d8398
S321,perform backups,Implement backup procedures to backup data and systems to ensure permanent and reliable system operation. Execute data backups in order to secure information by copying and archiving to ensure integrity during system integration and after data loss occurrence.,http://data.europa.eu/esco/skill/cf3e976d-2c3e-495c-a874-f9e8a66d3b48
S322,perform business analysis,"Evaluate the condition of a business on its own and in relation to the competitive business domain, performing research, placing data in context of the business' needs and determining areas of opportunity.",http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703
S323,perform contract compliance audits,"Execute a thorough contract compliance audit, ensuring that goods or services are being delivered in a correct and timely fashion, checking for clerical errors or missed credits and discounts and starting procedures for cash recovery.",http://data.europa.eu/esco/skill/5b8a3dd2-de10-48a0-8ce5-522f1fff8450
S324,perform copywriting,Write creative texts targeted to a specific audience for marketing and advertising purposes and ensure that the message convinces potential customers to buy a product or a service and facilitates a positive outlook on the organisation.,http://data.europa.eu/esco/skill/ce592b28-4467-4908-b2e6-64bbe18da631
S325,perform data analysis,"Collect data and statistics to test and evaluate in order to generate assertions and pattern predictions, with the aim of discovering useful information in a decision-making process.",http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f
S326,perform data cleansing,"Detect and correct corrupt records from data sets, ensure that the data become and remain structured according to guidelines.",http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8
S327,perform data mining,"Explore large datasets to reveal patterns using statistics, database systems or artificial intelligence and present the information in a comprehensible way.",http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278
S328,perform dimensionality reduction,"Reduce the number of variables or features for a dataset in machine learning algorithms through methods such as principal component analysis, matrix factorization, autoencoder methods, and others.",http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775
S329,perform forensic preservations of digital devices,"Preserve integrity of ICT devices, such as laptops, desktops and other digital media, by storing them physically and using software such as PTK Forensics and EnCase to retrieve, store and trace digital information in a legal manner so that they can be used as evidence at an appropriate time.",http://data.europa.eu/esco/skill/28a0fe16-4e03-4d5e-8f0e-5198309e77a9
S330,perform ICT security testing,"Execute types of security testing, such as network penetration testing, wireless testing, code reviews, wireless and/or firewall assessments in accordance with industry-accepted methods and protocols to identify and analyse potential vulnerabilities.",http://data.europa.eu/esco/skill/f4a85869-1855-45d5-a43c-7ee8cd451996
S331,perform ICT troubleshooting,"Identify problems with servers, desktops, printers, networks, and remote access, and perform actions which solve the problems.",http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5
S332,perform market research,"Gather, assess and represent data about target market and customers in order to facilitate strategic development and feasibility studies. Identify market trends.",http://data.europa.eu/esco/skill/fe39d4db-4cb5-4299-bb9f-896c8fd6ab13
S333,perform online data analysis,"Analyse online experiences and online data for purposes of understanding user behaviour, triggers of online attention, and other factors that could optimise webpage development and exposure.",http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2
S334,perform procurement processes,"Undertake ordering of services, equipment, goods or ingredients, compare costs and check the quality to ensure optimal payoff for the organisation.",http://data.europa.eu/esco/skill/9e9a4209-c7cf-4f6e-973e-dc2ffadccc74
S335,perform project management,"Manage and plan various resources, such as human resources, budget, deadline, results, and quality necessary for a specific project, and monitor the project's progress in order to achieve a specific goal within a set time and budget.",http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68
S336,perform quality audits,"Execute regular, systematic and documented examinations of a quality system for verifying conformity with a standard based on objective evidence such as the implementation of processes, effectiveness in achieving quality goals and reduction and elimination of quality problems.",http://data.europa.eu/esco/skill/d83cba15-8511-4d07-b89a-9fde0d1d8241
S337,perform resource planning,"Estimate the expected input in terms of time, human and financial resources necessary to achieve the project objectives.",http://data.europa.eu/esco/skill/f5dd06b8-5d17-4932-9d03-957d0c4f5051
S338,perform risk analysis,Identify and assess factors that may jeopardise the success of a project or threaten the organisation's functioning. Implement procedures to avoid or minimise their impact.,http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317
S339,perform scientific research,"Gain, correct or improve knowledge about phenomena by using scientific methods and techniques, based on empirical or measurable observations.
",http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc
S340,perform software recovery testing,Execute testing using specialised software tools to force failure of software in a variety of ways and checking how fast and better the software can recover against any type of crash or failure.,http://data.europa.eu/esco/skill/ff25cbf0-6978-4c4c-887e-d4b185410d74
S341,perform software unit testing,Test single units of source code to determine whether or not they are suitable for use by creating short code fragments.,http://data.europa.eu/esco/skill/7961413f-61d0-4722-9cd9-20a050a29899
S342,plan digital marketing,"Develop digital marketing strategies for both leisure and business purposes, create websites and deal with mobile technology and social networking.",http://data.europa.eu/esco/skill/736ef286-fbd3-4e5c-a4b4-d1e2008c9898
S343,plan ICT capacity,"Schedule the longer-term hardware capacity, ICT infrastructure, computing resources, human resources and other aspects needed to meet changing demands for ICT products and services.",http://data.europa.eu/esco/skill/a2fef437-6719-47c2-8552-73b9fe81df86
S344,plan migration to cloud,"Select existing workloads and processes for potential migration to the cloud and choose migration tools. Determine a new cloud architecture for an existing solution, plan a strategy for migrating existing workloads to the cloud.",http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1
S345,plan research process,Outline the research methodologies and schedule in order to ensure that the research can be thoroughly and efficiently executed and that the objectives can be met in a timely manner.,http://data.europa.eu/esco/skill/f88cb903-83a2-44a3-98a8-e72180ec37a9
S346,plan software testing,"Create and supervise tests plans. Decide on allocation of resources, tools and techniques. Set testing criteria for balancing incurred risks in case of remaining defects, adapt budgets and plan additional costs.",http://data.europa.eu/esco/skill/5d74614d-32c8-4ca4-9818-6980e52424b1
S347,prepare financial auditing reports,"Compile information on audit findings of financial statements and financial management in order to prepare reports, point out improvement possibilities, and confirm governability.",http://data.europa.eu/esco/skill/3e9b580d-811b-48df-a5d1-a7bdd26f901f
S348,prepare licence agreements,"Make the legal contract ready, granting permission to use equipment, services, components, applications and intellectual property.",http://data.europa.eu/esco/skill/0d4471ae-3820-4c23-8566-f44a7bd159b2
S349,present evidence,"Present evidence in a criminal or civil case to others, in a convincing and appropriate manner, in order to reach the right or most beneficial solution.",http://data.europa.eu/esco/skill/326686e4-a55f-4eba-9d07-1c86408d5c5e
S350,process data,"Enter information into a data storage and data retrieval system via processes such as scanning, manual keying or electronic data transfer in order to process large amounts of data.",http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50
S351,program a CNC controller,Set up the desired product design in the CNC controller of the CNC machine for product manufacturing.,http://data.europa.eu/esco/skill/bf942c60-8539-4951-83ee-63f770da1cb8
S352,promote environmental awareness,Promote sustainability and raise awareness about the environmental impact of human and industrial activity based on the carbon footprints of business processes and other practices.,http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171
S353,promote open innovation in research,"Apply techniques, models, methods and strategies which contribute to the promotion of steps towards innovation through collaboration with people and organizations outside the organisation.
",http://data.europa.eu/esco/skill/872a1632-f1db-4feb-bb27-0a6a359b7591
S354,promote the participation of citizens in scientific and research activities,"Engage citizens in scientific and research activities and promote their contribution in terms of knowledge, time or resources invested.
",http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7
S355,promote the transfer of knowledge,"Deploy broad awareness of processes of knowledge valorisation aimed to maximise the two–way flow of technology, intellectual property, expertise and capability between the research base and industry or the public sector.",http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e
S356,proofread text,"Read a text thoroughly, search for, review and correct errors to ensure content is valid for publishing.",http://data.europa.eu/esco/skill/637ca2e2-0624-48b1-be6e-9ff4580344ac
S357,propose ICT solutions to business problems,"Suggest how to solve business issues, using ICT means, so that business processes are improved.",http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328
S358,protect ICT devices,"Protect devices and digital content, and understand risks and threats in digital environments. Know about safety and security measures and have due regard to reliability and privacy. Make use of tools and methods which maximise security of ICT devices and information by controlling access, such as passwords, digital signatures, biometry, and protecting systems such as firewall, antivirus, spam filters.",http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e
S359,protect personal data and privacy,Protect personal data and privacy in digital environments. Understand how to use and share personally identifiable information while being able to protect oneself and others from damages. Understand that digital services use a “Privacy policy” to inform how personal data is used.,http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb
S360,provide connected car solutions,"Provide technological applications and services which enable cars to be connected to the internet for data transmission. Connected car solutions involve leveraging technologies such as GPS, sensors, or data analytics to provide connectivity and remote access services to devices.",http://data.europa.eu/esco/skill/1557b114-8222-46d5-acff-d2838909c302
S361,provide cost benefit analysis reports,"Prepare, compile and communicate reports with broken down cost analysis on the proposal and budget plans of the company. Analyse the financial or social costs and benefits of a project or investment in advance over a given period of time.",http://data.europa.eu/esco/skill/48b68726-0fd6-4e03-a5eb-82236516ee7a
S362,provide guidelines for content development,"Develop standards and structures for content development such as formats, styles, layout, structures, content types, terminology, XML and DITA. Implement them in document type definitions and apply them during work process and evaluate results in light of established standards.",http://data.europa.eu/esco/skill/b63ba4e4-ebf4-4e17-b0d6-662244022a4f
S363,provide ICT consulting advice,"Advise on appropriate solutions in the field of ICT by selecting alternatives and optimising decisions while taking into account potential risks, benefits and overall impact to professional customers.",http://data.europa.eu/esco/skill/283cbcd3-7101-4dbb-be37-56f3625515b1
S364,provide ICT support,"Resolve ICT-related incidents and service requests from customers, clients or colleagues including password resets and updating databases such as Microsoft Exchange email.",http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be
S365,provide ICT system training,"Plan and conduct training of staff on system and network issues. Utilise training material, evaluate and report on the learning progress of trainees.",http://data.europa.eu/esco/skill/418a56a2-7cfc-4b6d-8cf5-5c2add99a849
S366,provide information,"Ensure quality and correctness of provided information, depending on the type of audience and context.",http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500
S367,provide multimedia content,"Develop multimedia materials such as screen shots, graphics, slide shows, animations and videos to be used as content integrated in a broader informational context.",http://data.europa.eu/esco/skill/dfb9cec6-3ae3-408a-9d57-c44361bf7aaf
S368,provide software testing documentation,Describe software testing procedures to technical team and analysis of test outcomes to users and clients in order to inform them about state and efficiency of software.,http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c
S369,provide technical training,Explain and demonstrate the use of training equipment and system functions.,http://data.europa.eu/esco/skill/d54a1355-05c8-45eb-9c42-267d2cfcdf44
S370,provide training on technological business developments,Give training to colleagues on the technological innovation projects and functional implementations in a business which improves the organisation's business efficiency.,http://data.europa.eu/esco/skill/4c216189-4116-4e49-9557-8360378ea717
S371,provide user documentation,"Develop and organise the distribution of structured documents to assist people using a particular product or system, such as written or visual information about an application system and how to use it.",http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b
S372,provide written content,Communicate information in written form via digital or print media according to the needs of the target group. Structure the content according to specifications and standards. Apply grammar and spelling rules.,http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d
S373,publish academic research,"Conduct academic research, in universities and research institutions, or on a personal account, publish it in books or academic journals with the aim of contributing to a field of expertise and achieving personal academic accreditation.
",http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930
S374,read standard blueprints,"Read and comprehend standard blueprints, machine, and process drawings.",http://data.europa.eu/esco/skill/68b6ef08-d823-489d-a95c-752ae6f6e6a7
S375,recognise blockchain application areas,"Recognise opportunities for the introduction of blockchain-based solutions in various application domains (e.g., supply chains, product-service systems, finances, etc.), as well as their transformative potential in the concerned application area in terms of people’s skills, roles they need to fulfill, and processes these roles contribute to. Identify the added value blockchain-based solutions would bring with respect to traditional solutions.",http://data.europa.eu/esco/skill/44847349-e7ff-4bdb-82b9-6a18140efcaf
S376,recognise blockchain risks,"Recognise risks associated with blockchain and cryptocurrency. Apart from standard risks associated with the business processes they are driving, blockchains bear value-transfer risks linked to the peer-to-peer type of value transfer. Risk are also linked to smart contracts as digital representations of more or less complex business relationships.",http://data.europa.eu/esco/skill/d2309723-3472-46d2-865a-db81db2269b6
S377,remove computer virus or malware from a computer,Carry out actions to remove computer viruses or other types of malware from a computer.,http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe
S378,render 3D images,Use specialised tools to convert 3D wire frame models into 2D images with 3D photorealistic effects or non-photorealistic rendering on a computer.,http://data.europa.eu/esco/skill/e8171178-9a60-40a6-ad3b-510e10cfebad
S379,replicate customer software issues,Use specialised tools to replicate and analyse the conditions that caused the set of software states or outputs reported by the customer in order to provide adequate solutions.,http://data.europa.eu/esco/skill/eb3aa8c1-fb14-47b4-a352-b7975abd2480
S380,report analysis results,"Produce research documents or give presentations to report the results of a conducted research and analysis project, indicating the analysis procedures and methods which led to the results, as well as potential interpretations of the results.",http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817
S381,report on environmental issues,"Compile environmental reports and communicate on issues. Inform the public or any interested parties in a given context on relevant recent developments in the environment, forecasts on the future of the environment, and any problems and possible solutions.",http://data.europa.eu/esco/skill/f3cc52e3-a96c-4549-b841-6e41a846fa99
S382,report test findings,"Report test results with a focus on findings and recommendations, differentiating results by levels of severity. Include relevant information from the test plan and outline the test methodologies, using metrics, tables, and visual methods to clarify where needed.",http://data.europa.eu/esco/skill/561c2525-5bd8-4d86-8f45-820f4be7db93
S383,respond to customers' inquiries,"Answer customers' questions about itineraries, rates and reservations in person, by mail, by e-mail and on the phone.",http://data.europa.eu/esco/skill/cace7a77-38b7-4cdf-8171-e17692bef5f6
S384,respond to incidents in cloud,Troubleshoot issues with the cloud and determine how to restore operations. Design and automate disaster recovery strategies and evaluate a deployment for points of failure.,http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d
S385,review development process of an organisation,"Judge, review and decide on directions of innovation and development processes in an organisation in order to improve efficiency and reduce costs.",http://data.europa.eu/esco/skill/cb1b0777-0388-4b01-a0cf-7c6bbfbbd61d
S386,secure sensitive customer's information,Select and apply security measures and regulations related to sensitive customer information with the aim of protecting their privacy.,http://data.europa.eu/esco/skill/f09e70cb-5d8c-4c57-b027-a45127c0bf92
S387,set quality assurance objectives,"Define quality assurance targets and procedures and see to their maintenance and continued improvement by reviewing targets, protocols, supplies, processes, equipment and technologies for quality standards.",http://data.europa.eu/esco/skill/22b8039c-c890-4610-9228-5527e3b98f12
S388,set up cybersecurity training programmes,"Design, develop and deliver educational activities (such as lectures and cyber ranges) to cover needs and/or raise awareness on cybersecurity.",http://data.europa.eu/esco/skill/54d774a3-de3b-4425-b0d7-c03bc99a0937
S389,set up the controller of a machine,Set up and give commands to a machine by dispatching the appropriate data and input into the (computer) controller corresponding with the desired processed product.,http://data.europa.eu/esco/skill/d9818afc-1dec-4944-8c9c-e3ae8fad176d
S390,solve ICT system problems,"Identify potential component malfunctions. Monitor, document and communicate about incidents. Deploy appropriate resources with minimal outage and deploy appropriate diagnostic tools.",http://data.europa.eu/esco/skill/9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c
S391,speak different languages,Master foreign languages to be able to communicate in one or more foreign languages.,http://data.europa.eu/esco/skill/2de4572a-4724-4f76-afc2-72a568a264ac
